3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
33,33
33,33
33,33
3,3
1,1
1,1
1,1
1,1
1,1
1,1
17,17
17,17
17,17
17,17
17,17
17,17
17,17
17,17
17,17
17,17
17,17
17,17
17,17
17,17
17,17
2,2
2,2
2,2
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,4
4,4
4,4
4,4
4,4
4,4
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
34,34
34,34
34,34
34,34
34,34
34,34
34,34
34,34
34,34
34,34
33,33
33,33
33,33
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
6,6
6,6
6,6
7,7
7,7
7,7
7,7
7,7
7,7
8,8
8,8
8,8
8,8
8,8
8,8
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
17,17
17,11
17,17
17,11
17,17
11,17
3,3
3,3
3,3
3,3
3,3
3,3
35,35
35,32
35,32
9,9
9,9
9,9
33,33
33,33
33,33
33,33
33,33
6,6
33,33
33,33
33,33
10,10
11,11
6,6
6,6
6,6
6,6
6,6
6,6
16,16
16,16
16,16
16,16
16,16
16,16
11,11
11,11
11,11
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,12
6,6
6,6
6,12
6,6
6,12
6,6
12,6
3,3
3,3
3,3
13,13
11,11
2,2
11,11
1,1
1,1
1,1
14,14
14,14
14,14
14,14
14,14
14,14
14,14
14,14
14,14
14,14
3,3
3,3
3,3
3,3
3,3
3,3
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
11,11
11,2
11,1
11,29
2,1
2,29
1,29
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
